"FREQUENCY CHART
Reading Language Arts - Grade 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8Di,R,Determine which sentences support the controlling idea/thesis.,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Make Inferences Using Text Evidence and Synthesize Information,5F,R,Make an inference about a person based on text evidence.,,,,,,,,,,,x,,,,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,x,,,,,,,,,,x,x,,,
,,,,Make an inference about an idea or event based on text evidence.,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
,,,,Make an inference about the cause or reason why based on text evidence.,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,
,,,,Make an inference about the author's purpose.,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
,,,,Make a generalization based on text evidence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
,,6C,R,Use text evidence to support an idea or inference.,,,,,,x,,,,,x,x,,,,x,x,x,,,x,x,,,,x,,,,,x,x,x,,,x,x,,,,x,x,,,,x,,,,,x,,,,
,,5H,R,Draw a conclusion based on ideas presented throughout the text.,,,,,,x,,,,,x,x,,,,x,,,,,x,x,x,,,x,,,,,x,,,,,x,,,,,x,x,x,,,x,x,,,,x,,,,
5,Paraphrase and Summarize Informational Texts ,6D,R,Paraphrase a section of the text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Summarize the selection.,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,,,x,,,,,x,,,,,x,,,,,x,,,,,x,x,,,
,,,,Add an idea to create a complete summary.,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Delete an idea to create a complete summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
6,Writing: Capitalization ,10Dvii,S,Edit for correct capitalization.,x,,,,,x,,,,,,,,,,x,,,,,x,x,,,,x,,,,,x,,,,,x,x,,,,x,x,,,,x,x,x,,,x,x,,,
7,Explain the Author’s Purpose and Message ,9A,R,Determine the author's purpose for writing the selection.,,,,,,,,,,,x,,,,,x,x,,,,x,x,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,
,,,,Explain why the author includes a certain paragraph or detail.,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,x,,,,x,x,,,,x,x,,,,x,x,,,
8,Identify and Analyze the Features of Informational Texts ,8Dii,S,Determine what the introduction helps the reader understand. ,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Determine what the foreword helps the reader understand. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Determine what the preface helps the reader understand. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Determine what the references help the reader understand. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Determine what the acknowledgements help the reader understand. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Analyze the Author's Use of Print and Graphic Features,9C,S,Explain why the author includes a map in the selection. ,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Explain why the author includes a graphic in the selection. ,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
,,,,Explain why the author includes a photograph and caption in the selection. ,,,,,,,,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,,
,,,,Explain the idea that is conveyed by the graphic feature. ,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,x,,,,x,,,,,x,,,,,,,,,,x,,,,
10,Writing: Punctuation Marks,10Dviii,S,Edit for correct end punctuation. ,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Edit for correct use of quotation marks. ,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,,x,x,,,
,,,,Edit for correct use of apostrophes. ,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,x,,,,,x,x,,,,x,,,,,x,x,,,,x,,,,
11,Identify Organizational Patterns ,8Diii,S,Describe the organizational pattern used in the selection. ,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,
,,,,Explain how the organizational pattern conveys information. ,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,
12,Analyze How the Text Structure Contributes to the Author's Purpose ,9B,S,Explain why the author uses a problem-and-solution organizational structure. ,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Explain why the author uses a cause-and-effect organizational structure. ,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Explain why the author uses a certain organizational structure. ,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,,,x,,,,,x,,,,
13,Analyze the Author's Use of Language ,9D,S,Explain how the author's use of language contributes to the selection.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9F,S,Explain how the author's use of language contributes to the author's voice. ,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Writing: Commas,10Dviii,S,Edit for correct use of commas after introductory phrases. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,x,,,,x,,,,,,,,,
,,,,Edit for correct use of commas in complex sentences. ,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,,,,
,,,,Edit for correct use of semicolons in compound sentences. ,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,
,,,,Delete unnecessary commas. ,x,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,
15,"Close Reading: Read, Discuss, and Respond to Informational Texts",Unit TEKS,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Writing Extended Responses to Texts: Planning and Drafting,6B,R,Write a response that demonstrates an understanding of the text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6C,R,Use text evidence to support an appropriate response.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6F,NT,Respond using newly acquired vocabulary as appropriate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6G,NT,Discuss and write about the explicit or implicit meanings of text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6H,NT,"Respond using appropriate vocabulary, tone, and voice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6I,NT,Reflect on and adjust responses as new evidence is presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10A,NT,Plan a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10B,R,Write a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"6B, 11B",R,Compose an informational text. ,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Writing: Revising to Improve Introductions ,10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10Bi,R,Write a sentence that effectively states the controlling idea. ,x,,,,,,,,,,,,,,,x,,,,,x,,,,,x,x,,,,x,,,,,x,,,,,x,x,,,,,,,,,x,,,,
,,,,Write an effective topic sentence for a paragraph. ,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
,,10C,R,Revise a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Writing: Revising to Improve Conclusions, Editing, and Publishing",10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10Bi,R,Write a sentence to create an effective conclusion. ,x,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,,,,,,,,x,,,,,x,,,,,x,,,,
,,,,Write an effective closing sentence for a paragraph. ,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,x,x,,,,,,,,
,,10C,R,Revise a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10D,S,Edit a draft using standard English conventions. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10E,NT,Publish writing for an appropriate audience. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11B,R,Compose an informational text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Grade Writing Passages: Use for Writing Questions from 2013-2021.,,,,,,,,,,,,,,,,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, R = Readiness Standard            S = Supporting Standard                NT = Not Tested                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White Cells = Reporting Category 1: Reading,,,,,,Gray Cells = Reporting Category 2: Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POETRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day,Topic,TEKS,R/S/NT,Skill,2024,,,,,2023,,,,,2022,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
1,Introduction to Poetry: Genre Characteristics,8B,S,Identify the distinguishing characteristics of poetry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Annotate and Paraphrase to Understand Explicit Meanings  ,6D,R,Paraphrase lines in the poem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Summarize the poem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6E,NT,"Interact with the poem (notetaking, annotating, freewriting, or illustrating).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6G,NT,Discuss and write about the explicit meanings of the poem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Make Inferences and Use Evidence to Understand the Implicit Meanings,5F,R,"Infer what the lines suggest about a speaker, person, place, or thing.",,,,,,,,,,,x,,,,,x,x,,,,x,x,x,,,x,x,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,,
,,6C,R,Use text evidence to support an idea or inference.,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,x,,,,,x,,,,
,,6G,NT,Discuss and write about the implicit meanings of the poem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Analyze the Effect of Rhyme Scheme, Meter, and Structural Elements",8B,S,Explain what the line breaks help the reader understand.,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Explain how the poet's use of punctuation contributes to the poem.,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Describe the Use of Language and How It Contributes to Mood and Voice,9D,S,Explain how the poet's use of figurative language contributes to the poem. ,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,,,,
,,,,Explain how the poet's use of personification contributes to the poem.,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
,,,,Explain how the poet's use of simile contributes to the poem.,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,
,,,,Explain how the poet's use of imagery/sensory language contributes to the poem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
,,9F,S,Describe the speaker's attitude.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
,,,,Explain how the poet's use of language contributes to the mood or voice. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Analyze Narrative Elements: Plot, Characters, Setting, and Point of View",7B,R,Analyze how the characters' actions or responses develop the plot.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7C,R,Determine how the lines contribute to the plot.,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7D,S,Analyze how the setting influences the characters and plot. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9E,S,Explain why the poet uses a certain point of view.,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Explain the Poet's Purpose and Message,7A,S,Infer the theme the poet conveys in the poem.,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Determine how a line or stanza supports the theme of the poem.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Explain how the theme is developed.,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9A,R,"Explain why the poet includes certain lines, stanzas, details, or features.",,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,,,x,,,,,x,x,,,,x,,,,
,,9B,S,Explain how the poet organizes the poem.,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,
8,Writing: Use Correct Spelling,10Dix,R,"Edit for correct spelling, including commonly confused terms.",x,,,,,x,,,,,,,,,,x,x,x,x,x,x,x,x,,,x,x,,,,x,x,x,,,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,x,,,,x,x,x,,
9,"Close Reading: Read, Discuss, and Respond to Poetry",Unit TEKS,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Writing Poetry: Planning and Drafting,10A,NT,Plan a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10B,R,Write a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11A,NT,Compose a literary text (poem). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Writing: Revising to Improve Word Choice, Editing, and Publishing",10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10C,R,Revise a draft to improve word choice.,x,,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,,,,,,,,x,,,,,x,,,,,x,x,,,,x,x,,,
,,,,Revise a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10D,S,Edit a draft using standard English conventions. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10E,NT,Publish writing for an appropriate audience. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11A,NT,Compose a literary text (poem). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Grade Writing Passages: Use for Writing Questions from 2013-2021.,,,,,,,,,,,,,,,,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, R = Readiness Standard            S = Supporting Standard                NT = Not Tested                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White Cells = Reporting Category 1: Reading,,,,,,Gray Cells = Reporting Category 2: Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARGUMENTATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day,Topic,TEKS,R/S/NT,Skill,2024,,,,,2023,,,,,2022,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
1,Introduction to Argumentative: Genre Characteristics,8E,R,Identify the distinguishing characteristics of argumentative texts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Determine Key Ideas and the Author's Claim,5G,R,Determine a key idea in the text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8Ei,R,Identify the author's claim.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Explain How the Author Uses Evidence to Support the Argument,5G,R,Select the details that support a key idea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8Eii,R,Determine how the author supports the argument.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,
,,,,Determine how the author considers opposing viewpoints.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
4,Writing: Verb Tenses,10Dii,R,Edit for appropriate use of verb tenses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Make Inferences Using Text Evidence and Synthesize Information,5F,R,Make an inference based on text evidence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
,,6C,R,Use text evidence to support an idea or inference.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
,,5H,R,Draw a conclusion based on ideas presented throughout the text.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
6,Paraphrase and Summarize Argumentative Texts ,6D,R,Paraphrase a section of the text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Summarize the selection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Add an idea to create a complete summary.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Explain the Author’s Purpose, Message, and Audience",8Eiii,S,Identify the intended audience or reader.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9A,R,Determine the author's purpose for writing the selection.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
,,,,Explain why the author includes a certain paragraph or detail.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,
8,Writing: Irregular Verbs,10Dii,R,Edit for correct use of irregular verbs.,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,
9,Analyze the Author's Use of Print and Graphic Features,9C,S,Explain why the author includes a graphic feature in the selection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
,,,,Explain the idea that is conveyed by the graphic feature. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
10,Analyze How the Text Structure Contributes to the Author's Purpose ,9B,S,Explain how the author organizes the information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
11,Analyze the Author's Use of Language ,9D,S,Explain how the author's use of language contributes to the selection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9F,S,Explain how the author's use of language contributes to the author's voice. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Explain the Author's Use of Rhetorical Devices and Logical Fallacies,"9G, 12Hii","S, NT",Explain why the author uses rhetorical devices in the selection.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Identify logical fallacies in the selection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Determine if an argument is based on faulty reasoning.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
13,Writing: Consistent Use of Verb Tenses,10Dii,R,Edit for consistent and appropriate use of verb tenses.,x,,,,,x,,,,,,,,,,,,,,,x,,,,,x,x,,,,x,x,,,,x,,,,,x,x,,,,,,,,,x,,,,
14,"Close Reading: Read, Discuss, and Respond to Argumentative Texts",Unit TEKS,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Writing Extended Responses to Texts: Planning and Drafting,6B,R,Write a response that demonstrates an understanding of the text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6C,R,Use text evidence to support an appropriate response.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6F,NT,Respond using newly acquired vocabulary as appropriate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6G,NT,Discuss and write about the explicit or implicit meanings of text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6H,NT,"Respond using appropriate vocabulary, tone, and voice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6I,NT,Reflect on and adjust responses as new evidence is presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10A,NT,Plan a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10B,R,Write a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11C,R,Compose an argumentative text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Writing: Revising to Improve Organization, Editing, and Publishing",10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10Bi,R,Revise to improve transitional words and phrases.,x,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,,,x,,,,,x,x,,,,x,,,,
,,,,Revise to improve transitional sentences.,,,,,,x,,,,,,,,,,x,,,,,x,,,,,x,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,
,,10C,R,Revise a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10D,S,Edit a draft using standard English conventions. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10E,NT,Publish writing for an appropriate audience. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11C,R,Compose an argumentative text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Grade Writing Passages: Use for Writing Questions from 2013-2021.,,,,,,,,,,,,,,,,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, R = Readiness Standard            S = Supporting Standard                NT = Not Tested                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White Cells = Reporting Category 1: Reading,,,,,,Gray Cells = Reporting Category 2: Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day,Topic,TEKS,R/S/NT,Skill,2024,,,,,2023,,,,,2022,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
