period,group,TEK,Skill,Times_tested,Total_weighted_freq,Group_avg_score,Priority,Student_id
1,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.16666666666666666,21,30012677.0
1,4,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.16666666666666666,21,30009062.0
1,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.16666666666666666,22,30015756.0
1,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.16666666666666666,22,30019426.0
1,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.16666666666666666,22,30011465.0
1,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.16666666666666666,22,30011704.0
1,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.16666666666666666,22,30011889.0
1,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.16666666666666666,22,30012677.0
1,4,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.16666666666666666,22,30009062.0
1,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.16666666666666666,23,30015756.0
1,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.16666666666666666,23,30019426.0
1,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.16666666666666666,23,30011465.0
1,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.16666666666666666,23,30011704.0
1,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.16666666666666666,23,30011889.0
1,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.16666666666666666,23,30012677.0
1,4,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.16666666666666666,23,30009062.0
1,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.8571428571428571,24,30015756.0
1,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.8571428571428571,24,30019426.0
1,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.8571428571428571,24,30011465.0
1,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.8571428571428571,24,30011704.0
1,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.8571428571428571,24,30011889.0
1,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.8571428571428571,24,30012677.0
1,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.8571428571428571,24,30009062.0
1,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.5,25,30015756.0
1,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.5,25,30019426.0
1,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.5,25,30011465.0
1,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.5,25,30011704.0
1,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.5,25,30011889.0
1,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.5,25,30012677.0
1,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.5,25,30009062.0
1,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,26,30015756.0
1,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,26,30019426.0
1,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,26,30011465.0
1,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,26,30011704.0
1,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,26,30011889.0
1,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,26,30012677.0
1,4,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.2857142857142857,26,30009062.0
1,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.665,27,30015756.0
1,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.665,27,30019426.0
1,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.665,27,30011465.0
1,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.665,27,30011704.0
1,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.665,27,30011889.0
1,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.665,27,30012677.0
1,4,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.665,27,30009062.0
1,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30015756.0
1,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30019426.0
1,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30011465.0
1,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30011704.0
1,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30011889.0
1,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30012677.0
1,4,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,28,30009062.0
1,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.3333333333333333,29,30015756.0
1,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.3333333333333333,29,30019426.0
1,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.3333333333333333,29,30011465.0
1,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.3333333333333333,29,30011704.0
1,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.3333333333333333,29,30011889.0
1,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.3333333333333333,29,30012677.0
1,4,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.3333333333333333,29,30009062.0
1,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.4042857142857143,30,30015756.0
1,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.4042857142857143,30,30019426.0
1,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.4042857142857143,30,30011465.0
1,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.4042857142857143,30,30011704.0
1,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.4042857142857143,30,30011889.0
1,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.4042857142857143,30,30012677.0
1,4,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.4042857142857143,30,30009062.0
1,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.8571428571428571,31,30015756.0
1,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.8571428571428571,31,30019426.0
1,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.8571428571428571,31,30011465.0
1,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.8571428571428571,31,30011704.0
1,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.8571428571428571,31,30011889.0
1,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.8571428571428571,31,30012677.0
1,4,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.8571428571428571,31,30009062.0
1,4,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30015756.0
1,4,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30019426.0
1,4,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30011465.0
1,4,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30011704.0
1,4,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30011889.0
1,4,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30012677.0
1,4,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30009062.0
1,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.6666666666666666,33,30015756.0
1,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.6666666666666666,33,30019426.0
1,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.6666666666666666,33,30011465.0
1,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.6666666666666666,33,30011704.0
1,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.6666666666666666,33,30011889.0
1,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.6666666666666666,33,30012677.0
1,4,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,0.6666666666666666,33,30009062.0
1,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.7142857142857143,34,30015756.0
1,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.7142857142857143,34,30019426.0
1,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.7142857142857143,34,30011465.0
1,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.7142857142857143,34,30011704.0
1,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.7142857142857143,34,30011889.0
1,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.7142857142857143,34,30012677.0
1,4,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.7142857142857143,34,30009062.0
1,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,35,30015756.0
1,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,35,30019426.0
1,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,35,30011465.0
1,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,35,30011704.0
1,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,35,30011889.0
1,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,35,30012677.0
1,4,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,35,30009062.0
1,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30015756.0
1,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30019426.0
1,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30011465.0
1,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30011704.0
1,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30011889.0
1,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30012677.0
1,4,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30009062.0
3,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.25,1,30014747.0
3,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.25,1,30011315.0
3,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.25,1,30023632.0
3,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.25,1,30015065.0
3,1,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,0.25,1,30014792.0
3,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.8,2,30014747.0
3,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.8,2,30011315.0
3,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.8,2,30023632.0
3,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.8,2,30015065.0
3,1,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.8,2,30014792.0
3,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,3,30014747.0
3,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,3,30011315.0
3,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,3,30023632.0
3,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,3,30015065.0
3,1,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,1.0,3,30014792.0
3,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,1.0,4,30014747.0
3,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,1.0,4,30011315.0
3,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,1.0,4,30023632.0
3,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,1.0,4,30015065.0
3,1,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,1.0,4,30014792.0
3,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,5,30014747.0
3,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,5,30011315.0
3,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,5,30023632.0
3,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,5,30015065.0
3,1,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,5,30014792.0
3,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.8,6,30014747.0
3,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.8,6,30011315.0
3,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.8,6,30023632.0
3,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.8,6,30015065.0
3,1,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.8,6,30014792.0
3,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.5,7,30014747.0
3,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.5,7,30011315.0
3,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.5,7,30023632.0
3,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.5,7,30015065.0
3,1,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.5,7,30014792.0
3,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.8,8,30014747.0
3,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.8,8,30011315.0
3,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.8,8,30023632.0
3,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.8,8,30015065.0
3,1,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.8,8,30014792.0
3,1,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.6,9,30014747.0
3,1,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.6,9,30011315.0
3,1,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.6,9,30023632.0
3,1,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.6,9,30015065.0
3,1,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.6,9,30014792.0
3,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.4,10,30014747.0
3,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.4,10,30011315.0
3,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.4,10,30023632.0
3,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.4,10,30015065.0
3,1,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.4,10,30014792.0
3,1,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.4,11,30014747.0
3,1,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.4,11,30011315.0
3,1,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.4,11,30023632.0
3,1,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.4,11,30015065.0
3,1,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.4,11,30014792.0
3,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,1.0,12,30014747.0
3,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,1.0,12,30011315.0
3,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,1.0,12,30023632.0
3,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,1.0,12,30015065.0
3,1,6.6(D) [R],Summarize the story.,9,0.5116279069767442,1.0,12,30014792.0
3,1,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.6,13,30014747.0
3,1,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.6,13,30011315.0
3,1,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.6,13,30023632.0
3,1,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.6,13,30015065.0
3,1,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.6,13,30014792.0
3,1,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,1.0,14,30014747.0
3,1,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,1.0,14,30011315.0
3,1,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,1.0,14,30023632.0
3,1,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,1.0,14,30015065.0
3,1,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,1.0,14,30014792.0
3,1,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.75,15,30014747.0
3,1,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.75,15,30011315.0
3,1,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.75,15,30023632.0
3,1,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.75,15,30015065.0
3,1,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.75,15,30014792.0
3,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,1.0,16,30014747.0
3,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,1.0,16,30011315.0
3,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,1.0,16,30023632.0
3,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,1.0,16,30015065.0
3,1,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,1.0,16,30014792.0
3,1,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.8,17,30014747.0
3,1,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.8,17,30011315.0
3,1,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.8,17,30023632.0
3,1,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.8,17,30015065.0
3,1,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.8,17,30014792.0
3,1,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,18,30014747.0
3,1,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,18,30011315.0
3,1,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,18,30023632.0
3,1,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,18,30015065.0
3,1,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,18,30014792.0
3,1,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.6,19,30014747.0
3,1,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.6,19,30011315.0
3,1,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.6,19,30023632.0
3,1,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.6,19,30015065.0
3,1,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.6,19,30014792.0
3,1,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.6,20,30014747.0
3,1,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.6,20,30011315.0
3,1,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.6,20,30023632.0
3,1,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.6,20,30015065.0
3,1,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.6,20,30014792.0
3,1,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,1.0,21,30014747.0
3,1,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,1.0,21,30011315.0
3,1,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,1.0,21,30023632.0
3,1,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,1.0,21,30015065.0
3,1,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,1.0,21,30014792.0
3,1,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.9,22,30014747.0
3,1,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.9,22,30011315.0
3,1,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.9,22,30023632.0
3,1,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.9,22,30015065.0
3,1,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.9,22,30014792.0
3,1,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.8,23,30014747.0
3,1,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.8,23,30011315.0
3,1,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.8,23,30023632.0
3,1,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.8,23,30015065.0
3,1,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.8,23,30014792.0
3,1,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.8,24,30014747.0
3,1,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.8,24,30011315.0
3,1,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.8,24,30023632.0
3,1,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.8,24,30015065.0
3,1,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.8,24,30014792.0
3,1,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,1.0,25,30014747.0
3,1,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,1.0,25,30011315.0
3,1,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,1.0,25,30023632.0
3,1,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,1.0,25,30015065.0
3,1,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,1.0,25,30014792.0
3,1,6.10(C) [R],Revise a draft. ,0,0.0,0.75,26,30014747.0
3,1,6.10(C) [R],Revise a draft. ,0,0.0,0.75,26,30011315.0
3,1,6.10(C) [R],Revise a draft. ,0,0.0,0.75,26,30023632.0
3,1,6.10(C) [R],Revise a draft. ,0,0.0,0.75,26,30015065.0
3,1,6.10(C) [R],Revise a draft. ,0,0.0,0.75,26,30014792.0
3,1,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.75,27,30014747.0
3,1,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.75,27,30011315.0
3,1,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.75,27,30023632.0
3,1,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.75,27,30015065.0
3,1,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.75,27,30014792.0
3,1,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,1.0,28,30014747.0
3,1,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,1.0,28,30011315.0
3,1,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,1.0,28,30023632.0
3,1,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,1.0,28,30015065.0
3,1,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,1.0,28,30014792.0
3,1,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.8,29,30014747.0
3,1,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.8,29,30011315.0
3,1,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.8,29,30023632.0
3,1,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.8,29,30015065.0
3,1,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.8,29,30014792.0
3,1,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,1.0,30,30014747.0
3,1,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,1.0,30,30011315.0
3,1,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,1.0,30,30023632.0
3,1,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,1.0,30,30015065.0
3,1,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,1.0,30,30014792.0
3,1,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,31,30014747.0
3,1,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,31,30011315.0
3,1,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,31,30023632.0
3,1,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,31,30015065.0
3,1,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,31,30014792.0
3,1,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,32,30014747.0
3,1,6.8(E.i) [R],Identify the author's claim.,0,0.0,1.0,32,30011315.0
